Waiting for operation to complete...
Transcript: wieczorem gdy już oddział dragoński od paru godzin znikł w lasach panasa mama wróciła do domu w towarzystwie Szczepana ze swojej kryjówki na górze pobiegnie obydwoje do rannego żeby dostać wyciągnąć i złożyć na posłaniu niezwłocznie też udali się nad rzekę ze zwłok Olbromskiego wypłynęło Tyle krwi że cały spłacheć ziemią nasionku panna salomea przysiadła przy zabitym nie mogła płakać człowiek który wczoraj Patrzę na nią rozumiem i dobrymi oczyma jedyny który mógłby zawierzyła leżał w postaci ze specjalnych szczątek nie rozumiała ani kolei zdarzenia Lee zależności wypadków od głębokich przyczyn ani tego straszliwego chaosu której osobie obracał jak Młyńskie Koło kropelki wody nie wiedziała że i ona sama jest maleńką przyczyną obrotu wielkiego koła nie mógł jej tego wszystkiego wytłumaczyć ojciec prosty wierny żołnierz Aniela minute
Confidence: 0.9703623056411743
Word: wieczorem, start_time: 0.0, end_time: 1.1
Word: bryłami, start_time: 231.3, end_time: 231.8
Word: wolno, start_time: 231.8, end_time: 233.3
Word: wracali, start_time: 233.3, end_time: 233.7
Word: obydwoje, start_time: 233.7, end_time: 234.2
Word: ze, start_time: 234.2, end_time: 234.3
Word: Szczepanem, start_time: 234.3, end_time: 234.7
Word: Do, start_time: 234.7, end_time: 234.8
Word: dworu, start_time: 234.8, end_time: 235.2
Word: było, start_time: 235.2, end_time: 236.2
Word: ciężko, start_time: 236.2, end_time: 236.5
Word: iść, start_time: 236.5, end_time: 236.8
Word: było, start_time: 236.8, end_time: 237.4
Word: nudno, start_time: 237.4, end_time: 237.9
Word: i, start_time: 237.9, end_time: 238.0
Word: zimno, start_time: 238.0, end_time: 238.4
Word: w, start_time: 238.4, end_time: 238.5
Word: sercach, start_time: 238.5, end_time: 238.9
Word: patrzyli, start_time: 238.9, end_time: 240.0
Word: z, start_time: 240.0, end_time: 240.0
Word: od, start_time: 240.0, end_time: 240.2
Word: razu, start_time: 240.2, end_time: 240.4
Word: na, start_time: 240.4, end_time: 240.6
Word: czarny, start_time: 240.6, end_time: 240.9
Word: dach, start_time: 240.9, end_time: 241.3
Word: nagrywający, start_time: 241.3, end_time: 242.1
Word: Siedlisko, start_time: 242.1, end_time: 242.6
Word: niedoli, start_time: 242.6, end_time: 243.0
Word: niechętnie, start_time: 243.0, end_time: 244.4
Word: wkracza, start_time: 244.4, end_time: 244.8
Word: Live, start_time: 244.8, end_time: 245.1
Word: progi, start_time: 245.1, end_time: 245.5
Word: gdy, start_time: 245.5, end_time: 246.3
Word: weszli, start_time: 246.3, end_time: 246.7
Word: Pierwszą, start_time: 246.7, end_time: 247.5
Word: czynnością, start_time: 247.5, end_time: 247.8
Word: było, start_time: 247.8, end_time: 248.4
Word: uprzątnięcie, start_time: 248.4, end_time: 249.2
Word: w, start_time: 249.2, end_time: 249.4
Word: pościeli, start_time: 249.4, end_time: 250.0
Word: wczorajszych, start_time: 250.0, end_time: 250.6
Word: gości, start_time: 250.6, end_time: 251.0
Word: których, start_time: 251.0, end_time: 251.8
Word: jeszcze, start_time: 251.8, end_time: 252.1
Word: w, start_time: 252.1, end_time: 252.1
Word: dużym, start_time: 252.1, end_time: 252.4
Word: pokoju, start_time: 252.4, end_time: 252.5
Word: leżały, start_time: 252.5, end_time: 253.2
Word: pana, start_time: 253.2, end_time: 254.0
Word: salomea, start_time: 254.0, end_time: 254.5
Word: świecące, start_time: 254.5, end_time: 255.4
Word: sobie, start_time: 255.4, end_time: 255.7
Word: latarnią, start_time: 255.7, end_time: 256.2
Word: zabrała, start_time: 256.2, end_time: 257.4
Word: się, start_time: 257.4, end_time: 257.5
Word: do, start_time: 257.5, end_time: 257.7
Word: roboty, start_time: 257.7, end_time: 257.9
Word: Lecz, start_time: 257.9, end_time: 258.4
Word: gdy, start_time: 258.4, end_time: 258.6
Word: się, start_time: 258.6, end_time: 258.7
Word: zbliżyła, start_time: 258.7, end_time: 259.2
Word: i, start_time: 259.2, end_time: 259.3
Word: dotknęła, start_time: 259.3, end_time: 259.8
Word: prześcieradeł, start_time: 259.8, end_time: 260.3
Word: kołder, start_time: 260.3, end_time: 260.8
Word: poduszek, start_time: 260.8, end_time: 260.9
Word: przejęła, start_time: 260.9, end_time: 262.5
Word: inna, start_time: 262.5, end_time: 262.7
Word: wersja, start_time: 262.7, end_time: 262.9
Word: obydwie, start_time: 262.9, end_time: 264.4
Word: pościele, start_time: 264.4, end_time: 264.8
Word: pokryte, start_time: 264.8, end_time: 265.3
Word: były, start_time: 265.3, end_time: 265.5
Word: mnóstwem, start_time: 265.5, end_time: 266.0
Word: przyniesione, start_time: 266.0, end_time: 268.0
Word: do, start_time: 268.0, end_time: 268.0
Word: zostały, start_time: 268.0, end_time: 268.5
Word: z, start_time: 268.5, end_time: 268.6
Word: żydowskich, start_time: 268.6, end_time: 269.8
Word: zajazdów, start_time: 269.8, end_time: 270.7
Word: z, start_time: 270.7, end_time: 270.8
Word: Chłopskich, start_time: 270.8, end_time: 271.7
Word: tapczanów, start_time: 271.7, end_time: 272.4
Transcript: legowisko slatter Ania się polskich wozów po torach polskiej nędzy czy zostały żywe gdy dwaj ludzie z nich jak cienie
Confidence: 0.8682986497879028
Word: legowisko, start_time: 273.2, end_time: 274.4
Word: slatter, start_time: 274.4, end_time: 275.9
Word: Ania, start_time: 275.9, end_time: 276.2
Word: się, start_time: 276.2, end_time: 276.4
Word: polskich, start_time: 276.4, end_time: 276.9
Word: wozów, start_time: 276.9, end_time: 277.3
Word: po, start_time: 277.3, end_time: 277.5
Word: torach, start_time: 277.5, end_time: 277.9
Word: polskiej, start_time: 277.9, end_time: 278.5
Word: nędzy, start_time: 278.5, end_time: 278.9
Word: czy, start_time: 278.9, end_time: 280.4
Word: zostały, start_time: 280.4, end_time: 281.8
Word: żywe, start_time: 281.8, end_time: 282.3
Word: gdy, start_time: 282.3, end_time: 283.1
Word: dwaj, start_time: 283.1, end_time: 283.5
Word: ludzie, start_time: 283.5, end_time: 283.7
Word: z, start_time: 283.7, end_time: 284.0
Word: nich, start_time: 284.0, end_time: 285.0
Word: jak, start_time: 285.0, end_time: 286.0
Word: cienie, start_time: 286.0, end_time: 286.5
