Waiting for operation to complete...
Transcript: Cześć doniosłość społeczna satyry Moliera Molier odkrył jedną tajemnice odkrył w teatrze nową potęgę jedną z największych Jakie istnieją mianowicie zabijać śmiechem śmiechem brzmiących ze sceny w rynku Moliera komedia staje się satyrą Jedną z najważniejszych najcenniejszych Jakie istnieją a równocześnie piętnujący to co go przyjmuje wstrętem Molier głosi swoją twórczością własny ideał życia komedia staje się u niego niejednokrotnie trybunał mównicę i posiada uszyte potęgę Molier jest nie tylko twórca komedii on jest i twórcą życia przyszedł spojrzał dokoła siebie i powiedział to a to jest głupie złej śmieszne Nie chcę aby to istniało i to co on tak na piętnował znikało strawione własną śmieszności jeżeli problem świętoszka jest dziś poniekąd przebrzmiały to właśnie jest największą zdobyczą Moliera nie zmieniło oczywiście Molier
Confidence: 0.9773345589637756
Word: Cześć, start_time: 0.0, end_time: 0.8
Word: i, start_time: 222.7, end_time: 222.8
Word: stał, start_time: 222.8, end_time: 223.6
Word: się, start_time: 223.6, end_time: 223.7
Word: ten, start_time: 223.7, end_time: 224.0
Word: cud, start_time: 224.0, end_time: 224.2
Word: i, start_time: 224.2, end_time: 224.5
Word: Shot, start_time: 224.5, end_time: 225.1
Word: potężnego, start_time: 225.1, end_time: 225.7
Word: wybuch, start_time: 225.7, end_time: 226.0
Word: śmiechu, start_time: 226.0, end_time: 226.5
Word: wywołanego, start_time: 226.5, end_time: 227.4
Word: geniuszem, start_time: 227.4, end_time: 228.0
Word: komicznym, start_time: 228.0, end_time: 228.5
Word: Moliera, start_time: 228.5, end_time: 229.0
Word: zatrzęsły, start_time: 229.0, end_time: 230.1
Word: się, start_time: 230.1, end_time: 230.2
Word: mury, start_time: 230.2, end_time: 230.5
Word: gmachu, start_time: 230.5, end_time: 230.9
Word: którego, start_time: 230.9, end_time: 231.5
Word: nie, start_time: 231.5, end_time: 231.7
Word: mogły, start_time: 231.7, end_time: 232.0
Word: zburzyć, start_time: 232.0, end_time: 232.5
Word: zespolone, start_time: 232.5, end_time: 233.1
Word: trudy, start_time: 233.1, end_time: 233.4
Word: uczonych, start_time: 233.4, end_time: 233.9
Word: od, start_time: 233.9, end_time: 234.7
Word: tego, start_time: 234.7, end_time: 235.0
Word: szerokiego, start_time: 235.0, end_time: 235.3
Word: śmiechu, start_time: 235.3, end_time: 235.9
Word: mieszkają, start_time: 235.9, end_time: 236.7
Word: duchy, start_time: 236.7, end_time: 237.1
Word: ciemności, start_time: 237.1, end_time: 237.8
Word: a, start_time: 237.8, end_time: 237.9
Word: myśl, start_time: 237.9, end_time: 238.5
Word: ludzka, start_time: 238.5, end_time: 238.8
Word: może, start_time: 238.8, end_time: 239.8
Transcript: się rozwijać swobodnie strzały Moliera docierają tam gdzie nie mogą dosięgnąć kolubryny mędrców nieśmiertelnych typach zdaniach piętnują swoje ofiary znamieniem śmieszności spod której się już nie podniosą Molier jest jednym z szermierze którzy na i dzielni przyczynili się do przyspieszenia koniecznej Izba w tej przemiany nim spełni się ona w historii w nauce spełniła się w duchu Czy mogę zdawać sobie sprawę ze swego współpracownicy twa z najwyższymi duchami epoki z udziałem Kartezjusz i Pascal ów może ale ten dyrektor teatru jego główny aktor dostawca repertuaru i aranżer dworskich uroczystości dosyć miał swoich spraw na głowie stało się to poniekąd mimowie dnie mocą tego imperatywu zdrowego rozumu oraz wrodzonego instynktów swobody jakie tkwiły w wolierze może tak samo byłby zdziwiony dowiadując się o tym jak tym że w jego dzielę z krwią u
Confidence: 0.9587905406951904
Word: się, start_time: 239.8, end_time: 240.0
Word: rozwijać, start_time: 240.0, end_time: 240.5
Word: swobodnie, start_time: 240.5, end_time: 241.1
Word: strzały, start_time: 241.1, end_time: 242.1
Word: Moliera, start_time: 242.1, end_time: 242.5
Word: docierają, start_time: 242.5, end_time: 243.0
Word: tam, start_time: 243.0, end_time: 243.4
Word: gdzie, start_time: 243.4, end_time: 243.9
Word: nie, start_time: 243.9, end_time: 244.0
Word: mogą, start_time: 244.0, end_time: 244.3
Word: dosięgnąć, start_time: 244.3, end_time: 244.9
Word: kolubryny, start_time: 244.9, end_time: 245.6
Word: mędrców, start_time: 245.6, end_time: 246.0
Word: nieśmiertelnych, start_time: 246.0, end_time: 247.6
Word: typach, start_time: 247.6, end_time: 248.1
Word: zdaniach, start_time: 248.1, end_time: 249.0
Word: piętnują, start_time: 249.0, end_time: 249.9
Word: swoje, start_time: 249.9, end_time: 250.4
Word: ofiary, start_time: 250.4, end_time: 250.6
Word: znamieniem, start_time: 250.6, end_time: 251.3
Word: śmieszności, start_time: 251.3, end_time: 252.2
Word: spod, start_time: 252.2, end_time: 252.8
Word: której, start_time: 252.8, end_time: 253.1
Word: się, start_time: 253.1, end_time: 253.2
Word: już, start_time: 253.2, end_time: 253.5
Word: nie, start_time: 253.5, end_time: 253.8
Word: podniosą, start_time: 253.8, end_time: 254.3
Word: Molier, start_time: 254.3, end_time: 255.6
Word: jest, start_time: 255.6, end_time: 255.9
Word: jednym, start_time: 255.9, end_time: 256.2
Word: z, start_time: 256.2, end_time: 256.4
Word: szermierze, start_time: 256.4, end_time: 257.0
Word: którzy, start_time: 257.0, end_time: 257.7
Word: na, start_time: 257.7, end_time: 257.7
Word: i, start_time: 257.7, end_time: 257.8
Word: dzielni, start_time: 257.8, end_time: 258.3
Word: przyczynili, start_time: 258.3, end_time: 258.9
Word: się, start_time: 258.9, end_time: 259.1
Word: do, start_time: 259.1, end_time: 259.2
Word: przyspieszenia, start_time: 259.2, end_time: 259.5
Word: koniecznej, start_time: 259.5, end_time: 260.5
Word: Izba, start_time: 260.5, end_time: 261.2
Word: w, start_time: 261.2, end_time: 261.3
Word: tej, start_time: 261.3, end_time: 261.5
Word: przemiany, start_time: 261.5, end_time: 262.0
Word: nim, start_time: 262.0, end_time: 262.6
Word: spełni, start_time: 262.6, end_time: 263.0
Word: się, start_time: 263.0, end_time: 263.1
Word: ona, start_time: 263.1, end_time: 263.4
Word: w, start_time: 263.4, end_time: 263.5
Word: historii, start_time: 263.5, end_time: 264.1
Word: w, start_time: 264.1, end_time: 264.2
Word: nauce, start_time: 264.2, end_time: 264.8
Word: spełniła, start_time: 264.8, end_time: 265.5
Word: się, start_time: 265.5, end_time: 265.5
Word: w, start_time: 265.5, end_time: 265.8
Word: duchu, start_time: 265.8, end_time: 266.1
Word: Czy, start_time: 266.1, end_time: 266.9
Word: mogę, start_time: 266.9, end_time: 267.2
Word: zdawać, start_time: 267.2, end_time: 267.6
Word: sobie, start_time: 267.6, end_time: 267.8
Word: sprawę, start_time: 267.8, end_time: 268.4
Word: ze, start_time: 268.4, end_time: 268.5
Word: swego, start_time: 268.5, end_time: 268.8
Word: współpracownicy, start_time: 268.8, end_time: 269.8
Word: twa, start_time: 269.8, end_time: 269.9
Word: z, start_time: 269.9, end_time: 270.0
Word: najwyższymi, start_time: 270.0, end_time: 270.8
Word: duchami, start_time: 270.8, end_time: 271.2
Word: epoki, start_time: 271.2, end_time: 271.7
Word: z, start_time: 271.7, end_time: 271.8
Word: udziałem, start_time: 271.8, end_time: 272.6
Word: Kartezjusz, start_time: 272.6, end_time: 273.2
Word: i, start_time: 273.2, end_time: 273.3
Word: Pascal, start_time: 273.3, end_time: 273.6
Word: ów, start_time: 273.6, end_time: 274.2
Word: może, start_time: 274.2, end_time: 275.2
Word: ale, start_time: 275.2, end_time: 276.1
Word: ten, start_time: 276.1, end_time: 276.3
Word: dyrektor, start_time: 276.3, end_time: 276.4
Word: teatru, start_time: 276.4, end_time: 277.2
Word: jego, start_time: 277.2, end_time: 277.8
Word: główny, start_time: 277.8, end_time: 278.2
Word: aktor, start_time: 278.2, end_time: 278.5
Word: dostawca, start_time: 278.5, end_time: 279.3
Word: repertuaru, start_time: 279.3, end_time: 280.1
Word: i, start_time: 280.1, end_time: 280.1
Word: aranżer, start_time: 280.1, end_time: 280.8
Word: dworskich, start_time: 280.8, end_time: 281.3
Word: uroczystości, start_time: 281.3, end_time: 282.2
Word: dosyć, start_time: 282.2, end_time: 283.1
Word: miał, start_time: 283.1, end_time: 283.3
Word: swoich, start_time: 283.3, end_time: 283.6
Word: spraw, start_time: 283.6, end_time: 284.1
Word: na, start_time: 284.1, end_time: 284.2
Word: głowie, start_time: 284.2, end_time: 284.2
Word: stało, start_time: 284.2, end_time: 285.3
Word: się, start_time: 285.3, end_time: 285.4
Word: to, start_time: 285.4, end_time: 285.5
Word: poniekąd, start_time: 285.5, end_time: 285.9
Word: mimowie, start_time: 285.9, end_time: 286.4
Word: dnie, start_time: 286.4, end_time: 286.7
Word: mocą, start_time: 286.7, end_time: 287.5
Word: tego, start_time: 287.5, end_time: 287.7
Word: imperatywu, start_time: 287.7, end_time: 288.5
Word: zdrowego, start_time: 288.5, end_time: 289.0
Word: rozumu, start_time: 289.0, end_time: 289.3
Word: oraz, start_time: 289.3, end_time: 290.1
Word: wrodzonego, start_time: 290.1, end_time: 290.7
Word: instynktów, start_time: 290.7, end_time: 291.4
Word: swobody, start_time: 291.4, end_time: 291.9
Word: jakie, start_time: 291.9, end_time: 292.5
Word: tkwiły, start_time: 292.5, end_time: 292.9
Word: w, start_time: 292.9, end_time: 293.0
Word: wolierze, start_time: 293.0, end_time: 293.5
Word: może, start_time: 293.5, end_time: 294.2
Word: tak, start_time: 294.2, end_time: 294.4
Word: samo, start_time: 294.4, end_time: 294.5
Word: byłby, start_time: 294.5, end_time: 295.1
Word: zdziwiony, start_time: 295.1, end_time: 295.7
Word: dowiadując, start_time: 295.7, end_time: 296.4
Word: się, start_time: 296.4, end_time: 296.6
Word: o, start_time: 296.6, end_time: 296.7
Word: tym, start_time: 296.7, end_time: 297.0
Word: jak, start_time: 297.0, end_time: 297.7
Word: tym, start_time: 297.7, end_time: 298.0
Word: że, start_time: 298.0, end_time: 298.3
Word: w, start_time: 298.3, end_time: 298.4
Word: jego, start_time: 298.4, end_time: 298.6
Word: dzielę, start_time: 298.6, end_time: 299.0
Word: z, start_time: 299.0, end_time: 299.1
Word: krwią, start_time: 299.1, end_time: 299.4
Word: u, start_time: 299.4, end_time: 299.7
Transcript: elementy które w półtora wieku pełni wydadzą Rewolucję Francuską jak to w nim odnaleźli jego komentatorzy
Confidence: 0.8794662952423096
Word: elementy, start_time: 299.8, end_time: 300.8
Word: które, start_time: 300.8, end_time: 301.2
Word: w, start_time: 301.2, end_time: 301.3
Word: półtora, start_time: 301.3, end_time: 301.8
Word: wieku, start_time: 301.8, end_time: 302.0
Word: pełni, start_time: 302.0, end_time: 302.5
Word: wydadzą, start_time: 302.5, end_time: 303.0
Word: Rewolucję, start_time: 303.0, end_time: 303.7
Word: Francuską, start_time: 303.7, end_time: 303.8
Word: jak, start_time: 303.8, end_time: 305.0
Word: to, start_time: 305.0, end_time: 305.1
Word: w, start_time: 305.1, end_time: 305.2
Word: nim, start_time: 305.2, end_time: 305.4
Word: odnaleźli, start_time: 305.4, end_time: 306.1
Word: jego, start_time: 306.1, end_time: 306.3
Word: komentatorzy, start_time: 306.3, end_time: 307.1
