Waiting for operation to complete...
Transcript: Henryk Sienkiewicz Bartek zwycięzca bohater mój nazywał się Bartek Słowik ale ponieważ miał zwyczaj wytrzeszczać oczy gdy do niego mówiono że to sąsiedzi nazwali go Bartek wyłupiaste ze słowikiem istot niemało miał wspólnego natomiast jego przymioty umysłowe i prawdziwie homeryczne naiwność zjednał rymu także przezwisko głupi Bartek to ostatnie było najpopularniejsze i zapewne Samo jedno tylko przejdzie do historii chociaż Bartek nosił jeszcze czwarte urzędowe ponieważ wyrazy człowiek i słowik nie przedstawiają dla ucha niemieckiego żadnej różnicy a Niemcy lubią imię cywilizacji przekładać barbarzyńskie słowiańskie nazwy najbardziej kulturny język czyta w swoim czasie przypisach wojskowych miała miejsce następujące rozmowa jak się nazywasz pytał Bartka oficer
Confidence: 0.8657289147377014
Word: Henryk, start_time: 0.0, end_time: 1.4
Word: posuwa, start_time: 235.7, end_time: 236.8
Word: się, start_time: 236.8, end_time: 236.9
Word: opłotkami, start_time: 236.9, end_time: 237.8
Word: ku, start_time: 237.8, end_time: 238.2
Word: końcowi, start_time: 238.2, end_time: 238.4
Word: wsi, start_time: 238.4, end_time: 239.1
Transcript: Gwardii rwetesem baby trzymają swoich żołnierzyków za kark i Lamentuję jakaś staruszka pokazuje żółty ząb i wygraża pięścią gdzieś w przestrzeń innej nie byłam Pan Bóg policzy nasze płakanie słuchać wołania Franku Kaśko Józek bądź ta zdrowi psy szczekają dzwoń na kościele dzwoni proboszcz sam odmawia modlitwy za konających bo cię nie jeden z tych co teraz idę na stację nie wróci wojna i bierze wszystkich ale wojna ich nie odda pługi porozumieniu na polach bo pognębić wypowiedział wojnę Francji potem bym nie mógł zgodzić się na przewagę Napoleona trzeciego i wziął do serca sprawy o tron hiszpański odgłos złomu przeprowadza tłumy które już wyszły z opłatków mijają figurę czapki i pickelhauby lecą
Confidence: 0.9610177874565125
Word: Gwardii, start_time: 240.0, end_time: 240.9
Word: rwetesem, start_time: 240.9, end_time: 241.5
Word: baby, start_time: 241.5, end_time: 242.4
Word: trzymają, start_time: 242.4, end_time: 242.9
Word: swoich, start_time: 242.9, end_time: 243.3
Word: żołnierzyków, start_time: 243.3, end_time: 244.4
Word: za, start_time: 244.4, end_time: 244.5
Word: kark, start_time: 244.5, end_time: 244.9
Word: i, start_time: 244.9, end_time: 245.0
Word: Lamentuję, start_time: 245.0, end_time: 245.6
Word: jakaś, start_time: 245.6, end_time: 246.4
Word: staruszka, start_time: 246.4, end_time: 246.8
Word: pokazuje, start_time: 246.8, end_time: 247.5
Word: żółty, start_time: 247.5, end_time: 248.0
Word: ząb, start_time: 248.0, end_time: 248.2
Word: i, start_time: 248.2, end_time: 248.6
Word: wygraża, start_time: 248.6, end_time: 249.5
Word: pięścią, start_time: 249.5, end_time: 250.0
Word: gdzieś, start_time: 250.0, end_time: 250.5
Word: w, start_time: 250.5, end_time: 250.6
Word: przestrzeń, start_time: 250.6, end_time: 250.9
Word: innej, start_time: 250.9, end_time: 252.2
Word: nie, start_time: 252.2, end_time: 252.3
Word: byłam, start_time: 252.3, end_time: 253.7
Word: Pan, start_time: 253.7, end_time: 253.9
Word: Bóg, start_time: 253.9, end_time: 254.2
Word: policzy, start_time: 254.2, end_time: 254.7
Word: nasze, start_time: 254.7, end_time: 255.0
Word: płakanie, start_time: 255.0, end_time: 255.7
Word: słuchać, start_time: 255.7, end_time: 256.5
Word: wołania, start_time: 256.5, end_time: 256.9
Word: Franku, start_time: 256.9, end_time: 258.0
Word: Kaśko, start_time: 258.0, end_time: 258.6
Word: Józek, start_time: 258.6, end_time: 259.0
Word: bądź, start_time: 259.0, end_time: 259.8
Word: ta, start_time: 259.8, end_time: 260.0
Word: zdrowi, start_time: 260.0, end_time: 260.5
Word: psy, start_time: 260.5, end_time: 261.3
Word: szczekają, start_time: 261.3, end_time: 262.3
Word: dzwoń, start_time: 262.3, end_time: 263.5
Word: na, start_time: 263.5, end_time: 264.3
Word: kościele, start_time: 264.3, end_time: 264.7
Word: dzwoni, start_time: 264.7, end_time: 265.2
Word: proboszcz, start_time: 265.2, end_time: 266.1
Word: sam, start_time: 266.1, end_time: 266.5
Word: odmawia, start_time: 266.5, end_time: 266.9
Word: modlitwy, start_time: 266.9, end_time: 267.4
Word: za, start_time: 267.4, end_time: 267.6
Word: konających, start_time: 267.6, end_time: 267.7
Word: bo, start_time: 267.7, end_time: 269.0
Word: cię, start_time: 269.0, end_time: 269.1
Word: nie, start_time: 269.1, end_time: 269.6
Word: jeden, start_time: 269.6, end_time: 269.9
Word: z, start_time: 269.9, end_time: 270.0
Word: tych, start_time: 270.0, end_time: 270.2
Word: co, start_time: 270.2, end_time: 270.4
Word: teraz, start_time: 270.4, end_time: 270.5
Word: idę, start_time: 270.5, end_time: 270.9
Word: na, start_time: 270.9, end_time: 271.0
Word: stację, start_time: 271.0, end_time: 271.5
Word: nie, start_time: 271.5, end_time: 272.1
Word: wróci, start_time: 272.1, end_time: 272.6
Word: wojna, start_time: 272.6, end_time: 273.8
Word: i, start_time: 273.8, end_time: 273.9
Word: bierze, start_time: 273.9, end_time: 274.2
Word: wszystkich, start_time: 274.2, end_time: 274.8
Word: ale, start_time: 274.8, end_time: 275.0
Word: wojna, start_time: 275.0, end_time: 275.5
Word: ich, start_time: 275.5, end_time: 275.8
Word: nie, start_time: 275.8, end_time: 276.5
Word: odda, start_time: 276.5, end_time: 277.0
Word: pługi, start_time: 277.0, end_time: 278.3
Word: porozumieniu, start_time: 278.3, end_time: 279.1
Word: na, start_time: 279.1, end_time: 279.2
Word: polach, start_time: 279.2, end_time: 279.7
Word: bo, start_time: 279.7, end_time: 280.1
Word: pognębić, start_time: 280.1, end_time: 280.5
Word: wypowiedział, start_time: 280.5, end_time: 281.3
Word: wojnę, start_time: 281.3, end_time: 281.6
Word: Francji, start_time: 281.6, end_time: 281.7
Word: potem, start_time: 281.7, end_time: 282.9
Word: bym, start_time: 282.9, end_time: 283.3
Word: nie, start_time: 283.3, end_time: 283.4
Word: mógł, start_time: 283.4, end_time: 283.7
Word: zgodzić, start_time: 283.7, end_time: 284.4
Word: się, start_time: 284.4, end_time: 284.5
Word: na, start_time: 284.5, end_time: 284.6
Word: przewagę, start_time: 284.6, end_time: 285.1
Word: Napoleona, start_time: 285.1, end_time: 285.9
Word: trzeciego, start_time: 285.9, end_time: 286.4
Word: i, start_time: 286.4, end_time: 286.6
Word: wziął, start_time: 286.6, end_time: 287.4
Word: do, start_time: 287.4, end_time: 287.4
Word: serca, start_time: 287.4, end_time: 287.9
Word: sprawy, start_time: 287.9, end_time: 288.5
Word: o, start_time: 288.5, end_time: 288.7
Word: tron, start_time: 288.7, end_time: 289.4
Word: hiszpański, start_time: 289.4, end_time: 290.2
Word: odgłos, start_time: 290.2, end_time: 291.5
Word: złomu, start_time: 291.5, end_time: 292.0
Word: przeprowadza, start_time: 292.0, end_time: 292.6
Word: tłumy, start_time: 292.6, end_time: 292.9
Word: które, start_time: 292.9, end_time: 293.2
Word: już, start_time: 293.2, end_time: 293.4
Word: wyszły, start_time: 293.4, end_time: 293.8
Word: z, start_time: 293.8, end_time: 294.0
Word: opłatków, start_time: 294.0, end_time: 294.6
Word: mijają, start_time: 294.6, end_time: 295.9
Word: figurę, start_time: 295.9, end_time: 296.4
Word: czapki, start_time: 296.4, end_time: 297.6
Word: i, start_time: 297.6, end_time: 297.8
Word: pickelhauby, start_time: 297.8, end_time: 299.2
Word: lecą, start_time: 299.2, end_time: 299.8
Transcript: kurz złotych staję na drodze bo cię nie słucha i pogodny po dwóch stronach drogi zboże dojrzewające szeleści ciężkim głosu Nigdy nie się po dwie przyczyny które od czasu do czasu dmucha łagodnie w niebie błękitnym tkwią skowronki i każdy świergocze jak byś zapamiętał stacja tłumy jeszcze większe są to już powołani z krzywdy górnej krzywdy dolnej z wywłaszczeniem w niedoli mizerowa ruch Gwardii zamieszanie ściany na stacji oblepione manifestacji wojna W imię Boga i ojczyzny Landera pójdzie bronić swych zagrożonych rodzinką dzieci chati.pl Francuzi widocznie szczególnie Iza wzięli się na pogrzebie na krzywdę górną na krzywdę dolną na wywłaszczeń cenie dalej Mizerów tak przynajmniej wydaje się tym którzy czytają afisze przed stacje przebywając oraz nowe tłumy w sali dym z fajek napełnia powietrze i przesłanie afisze w gwarze trudność
Confidence: 0.7876622676849365
Word: kurz, start_time: 299.9, end_time: 301.2
Word: złotych, start_time: 301.2, end_time: 301.7
Word: staję, start_time: 301.7, end_time: 302.0
Word: na, start_time: 302.0, end_time: 302.1
Word: drodze, start_time: 302.1, end_time: 302.2
Word: bo, start_time: 302.2, end_time: 303.0
Word: cię, start_time: 303.0, end_time: 303.1
Word: nie, start_time: 303.1, end_time: 303.2
Word: słucha, start_time: 303.2, end_time: 303.6
Word: i, start_time: 303.6, end_time: 303.7
Word: pogodny, start_time: 303.7, end_time: 304.2
Word: po, start_time: 304.2, end_time: 304.8
Word: dwóch, start_time: 304.8, end_time: 305.0
Word: stronach, start_time: 305.0, end_time: 305.3
Word: drogi, start_time: 305.3, end_time: 305.5
Word: zboże, start_time: 305.5, end_time: 306.5
Word: dojrzewające, start_time: 306.5, end_time: 307.2
Word: szeleści, start_time: 307.2, end_time: 307.7
Word: ciężkim, start_time: 307.7, end_time: 308.3
Word: głosu, start_time: 308.3, end_time: 308.7
Word: Nigdy, start_time: 308.7, end_time: 308.8
Word: nie, start_time: 308.8, end_time: 309.2
Word: się, start_time: 309.2, end_time: 309.4
Word: po, start_time: 309.4, end_time: 309.7
Word: dwie, start_time: 309.7, end_time: 309.9
Word: przyczyny, start_time: 309.9, end_time: 310.0
Word: które, start_time: 310.0, end_time: 310.4
Word: od, start_time: 310.4, end_time: 310.6
Word: czasu, start_time: 310.6, end_time: 310.7
Word: do, start_time: 310.7, end_time: 311.1
Word: czasu, start_time: 311.1, end_time: 311.1
Word: dmucha, start_time: 311.1, end_time: 311.7
Word: łagodnie, start_time: 311.7, end_time: 312.2
Word: w, start_time: 312.2, end_time: 312.3
Word: niebie, start_time: 312.3, end_time: 313.4
Word: błękitnym, start_time: 313.4, end_time: 313.9
Word: tkwią, start_time: 313.9, end_time: 314.3
Word: skowronki, start_time: 314.3, end_time: 314.9
Word: i, start_time: 314.9, end_time: 315.0
Word: każdy, start_time: 315.0, end_time: 315.5
Word: świergocze, start_time: 315.5, end_time: 316.3
Word: jak, start_time: 316.3, end_time: 316.6
Word: byś, start_time: 316.6, end_time: 316.8
Word: zapamiętał, start_time: 316.8, end_time: 317.3
Word: stacja, start_time: 317.3, end_time: 319.1
Word: tłumy, start_time: 319.1, end_time: 320.3
Word: jeszcze, start_time: 320.3, end_time: 320.6
Word: większe, start_time: 320.6, end_time: 321.1
Word: są, start_time: 321.1, end_time: 321.7
Word: to, start_time: 321.7, end_time: 321.9
Word: już, start_time: 321.9, end_time: 322.1
Word: powołani, start_time: 322.1, end_time: 322.7
Word: z, start_time: 322.7, end_time: 322.8
Word: krzywdy, start_time: 322.8, end_time: 323.3
Word: górnej, start_time: 323.3, end_time: 323.8
Word: krzywdy, start_time: 323.8, end_time: 324.3
Word: dolnej, start_time: 324.3, end_time: 324.9
Word: z, start_time: 324.9, end_time: 325.0
Word: wywłaszczeniem, start_time: 325.0, end_time: 326.0
Word: w, start_time: 326.0, end_time: 326.4
Word: niedoli, start_time: 326.4, end_time: 327.0
Word: mizerowa, start_time: 327.0, end_time: 328.1
Word: ruch, start_time: 328.1, end_time: 329.0
Word: Gwardii, start_time: 329.0, end_time: 329.5
Word: zamieszanie, start_time: 329.5, end_time: 330.0
Word: ściany, start_time: 330.0, end_time: 331.0
Word: na, start_time: 331.0, end_time: 331.1
Word: stacji, start_time: 331.1, end_time: 331.5
Word: oblepione, start_time: 331.5, end_time: 332.0
Word: manifestacji, start_time: 332.0, end_time: 332.7
Word: wojna, start_time: 332.7, end_time: 333.4
Word: W, start_time: 333.4, end_time: 333.5
Word: imię, start_time: 333.5, end_time: 334.2
Word: Boga, start_time: 334.2, end_time: 334.7
Word: i, start_time: 334.7, end_time: 335.0
Word: ojczyzny, start_time: 335.0, end_time: 335.6
Word: Landera, start_time: 335.6, end_time: 337.4
Word: pójdzie, start_time: 337.4, end_time: 337.8
Word: bronić, start_time: 337.8, end_time: 338.2
Word: swych, start_time: 338.2, end_time: 338.5
Word: zagrożonych, start_time: 338.5, end_time: 339.3
Word: rodzinką, start_time: 339.3, end_time: 339.8
Word: dzieci, start_time: 339.8, end_time: 340.3
Word: chati.pl, start_time: 340.3, end_time: 340.9
Word: Francuzi, start_time: 340.9, end_time: 341.9
Word: widocznie, start_time: 341.9, end_time: 342.4
Word: szczególnie, start_time: 342.4, end_time: 343.0
Word: Iza, start_time: 343.0, end_time: 343.2
Word: wzięli, start_time: 343.2, end_time: 343.5
Word: się, start_time: 343.5, end_time: 343.6
Word: na, start_time: 343.6, end_time: 343.7
Word: pogrzebie, start_time: 343.7, end_time: 344.3
Word: na, start_time: 344.3, end_time: 344.9
Word: krzywdę, start_time: 344.9, end_time: 345.3
Word: górną, start_time: 345.3, end_time: 345.6
Word: na, start_time: 345.6, end_time: 345.7
Word: krzywdę, start_time: 345.7, end_time: 346.0
Word: dolną, start_time: 346.0, end_time: 346.4
Word: na, start_time: 346.4, end_time: 346.6
Word: wywłaszczeń, start_time: 346.6, end_time: 347.3
Word: cenie, start_time: 347.3, end_time: 347.7
Word: dalej, start_time: 347.7, end_time: 347.9
Word: Mizerów, start_time: 347.9, end_time: 348.5
Word: tak, start_time: 348.5, end_time: 349.1
Word: przynajmniej, start_time: 349.1, end_time: 349.2
Word: wydaje, start_time: 349.2, end_time: 349.6
Word: się, start_time: 349.6, end_time: 349.7
Word: tym, start_time: 349.7, end_time: 350.0
Word: którzy, start_time: 350.0, end_time: 350.6
Word: czytają, start_time: 350.6, end_time: 351.0
Word: afisze, start_time: 351.0, end_time: 351.5
Word: przed, start_time: 351.5, end_time: 352.2
Word: stacje, start_time: 352.2, end_time: 352.7
Word: przebywając, start_time: 352.7, end_time: 353.5
Word: oraz, start_time: 353.5, end_time: 353.6
Word: nowe, start_time: 353.6, end_time: 353.9
Word: tłumy, start_time: 353.9, end_time: 354.2
Word: w, start_time: 354.2, end_time: 354.3
Word: sali, start_time: 354.3, end_time: 355.2
Word: dym, start_time: 355.2, end_time: 355.5
Word: z, start_time: 355.5, end_time: 355.7
Word: fajek, start_time: 355.7, end_time: 356.5
Word: napełnia, start_time: 356.5, end_time: 357.2
Word: powietrze, start_time: 357.2, end_time: 357.7
Word: i, start_time: 357.7, end_time: 357.7
Word: przesłanie, start_time: 357.7, end_time: 358.3
Word: afisze, start_time: 358.3, end_time: 358.7
Word: w, start_time: 358.7, end_time: 358.8
Word: gwarze, start_time: 358.8, end_time: 359.3
Word: trudność, start_time: 359.3, end_time: 359.9
Transcript: zrozumieć wszyscy chodzą wołają krzyczą na peronie słuchać komendę niemiecką której gwałtowne słowa brzmią krótko twardo stanowcza rozlega się dzwonek św stara słychać gwałtowny oddech lokomotywy coraz bliżej wyraźniej to wojna zdaje się przybliżać drugi dzwonek deszcz przebiega wszystkie piersi jakaś kobieta potrzebna krzyczeć Jadą jadą woła ona widocznie swojego Adam ale kobiety podchwytu ją Wyraz i wołają jadą głos jakiś przeraźliwy na inne dodaje francuski jadą i przez jedną linię okap Amica ogarnianie tylko kobiety ale i przeszły bohaterów sedano tłum za kołysał się tymczasem pociąg staje Przed stacją dla wszystkich oknach widać czapki z czerwonymi lampasami i mundury wojska widocznie Komorowie na węgierkach czernieją posępne podłogowa te ciała Allan
Confidence: 0.822894275188446
Word: zrozumieć, start_time: 359.9, end_time: 360.6
Word: wszyscy, start_time: 360.6, end_time: 360.9
Word: chodzą, start_time: 360.9, end_time: 361.2
Word: wołają, start_time: 361.2, end_time: 361.7
Word: krzyczą, start_time: 361.7, end_time: 362.1
Word: na, start_time: 362.1, end_time: 362.3
Word: peronie, start_time: 362.3, end_time: 363.0
Word: słuchać, start_time: 363.0, end_time: 363.3
Word: komendę, start_time: 363.3, end_time: 363.8
Word: niemiecką, start_time: 363.8, end_time: 364.2
Word: której, start_time: 364.2, end_time: 364.6
Word: gwałtowne, start_time: 364.6, end_time: 365.0
Word: słowa, start_time: 365.0, end_time: 365.3
Word: brzmią, start_time: 365.3, end_time: 365.6
Word: krótko, start_time: 365.6, end_time: 366.1
Word: twardo, start_time: 366.1, end_time: 366.6
Word: stanowcza, start_time: 366.6, end_time: 367.5
Word: rozlega, start_time: 367.5, end_time: 368.4
Word: się, start_time: 368.4, end_time: 368.4
Word: dzwonek, start_time: 368.4, end_time: 368.9
Word: św, start_time: 368.9, end_time: 369.5
Word: stara, start_time: 369.5, end_time: 370.9
Word: słychać, start_time: 370.9, end_time: 371.4
Word: gwałtowny, start_time: 371.4, end_time: 372.6
Word: oddech, start_time: 372.6, end_time: 373.2
Word: lokomotywy, start_time: 373.2, end_time: 374.3
Word: coraz, start_time: 374.3, end_time: 374.7
Word: bliżej, start_time: 374.7, end_time: 375.0
Word: wyraźniej, start_time: 375.0, end_time: 375.9
Word: to, start_time: 375.9, end_time: 376.6
Word: wojna, start_time: 376.6, end_time: 377.2
Word: zdaje, start_time: 377.2, end_time: 378.0
Word: się, start_time: 378.0, end_time: 378.1
Word: przybliżać, start_time: 378.1, end_time: 378.7
Word: drugi, start_time: 378.7, end_time: 379.8
Word: dzwonek, start_time: 379.8, end_time: 380.3
Word: deszcz, start_time: 380.3, end_time: 381.5
Word: przebiega, start_time: 381.5, end_time: 382.1
Word: wszystkie, start_time: 382.1, end_time: 382.5
Word: piersi, start_time: 382.5, end_time: 382.8
Word: jakaś, start_time: 382.8, end_time: 383.1
Word: kobieta, start_time: 383.1, end_time: 383.5
Word: potrzebna, start_time: 383.5, end_time: 384.0
Word: krzyczeć, start_time: 384.0, end_time: 384.4
Word: Jadą, start_time: 384.4, end_time: 385.3
Word: jadą, start_time: 385.3, end_time: 386.3
Word: woła, start_time: 386.3, end_time: 387.8
Word: ona, start_time: 387.8, end_time: 388.1
Word: widocznie, start_time: 388.1, end_time: 388.5
Word: swojego, start_time: 388.5, end_time: 388.8
Word: Adam, start_time: 388.8, end_time: 389.2
Word: ale, start_time: 389.2, end_time: 389.4
Word: kobiety, start_time: 389.4, end_time: 389.8
Word: podchwytu, start_time: 389.8, end_time: 390.7
Word: ją, start_time: 390.7, end_time: 390.9
Word: Wyraz, start_time: 390.9, end_time: 391.3
Word: i, start_time: 391.3, end_time: 391.4
Word: wołają, start_time: 391.4, end_time: 391.8
Word: jadą, start_time: 391.8, end_time: 392.8
Word: głos, start_time: 392.8, end_time: 394.0
Word: jakiś, start_time: 394.0, end_time: 394.3
Word: przeraźliwy, start_time: 394.3, end_time: 394.6
Word: na, start_time: 394.6, end_time: 395.3
Word: inne, start_time: 395.3, end_time: 395.6
Word: dodaje, start_time: 395.6, end_time: 396.0
Word: francuski, start_time: 396.0, end_time: 397.5
Word: jadą, start_time: 397.5, end_time: 397.9
Word: i, start_time: 397.9, end_time: 398.2
Word: przez, start_time: 398.2, end_time: 398.9
Word: jedną, start_time: 398.9, end_time: 399.2
Word: linię, start_time: 399.2, end_time: 399.5
Word: okap, start_time: 399.5, end_time: 399.8
Word: Amica, start_time: 399.8, end_time: 400.1
Word: ogarnianie, start_time: 400.1, end_time: 401.0
Word: tylko, start_time: 401.0, end_time: 401.3
Word: kobiety, start_time: 401.3, end_time: 401.7
Word: ale, start_time: 401.7, end_time: 401.9
Word: i, start_time: 401.9, end_time: 402.0
Word: przeszły, start_time: 402.0, end_time: 402.5
Word: bohaterów, start_time: 402.5, end_time: 403.1
Word: sedano, start_time: 403.1, end_time: 403.7
Word: tłum, start_time: 403.7, end_time: 404.5
Word: za, start_time: 404.5, end_time: 405.1
Word: kołysał, start_time: 405.1, end_time: 405.7
Word: się, start_time: 405.7, end_time: 405.7
Word: tymczasem, start_time: 405.7, end_time: 406.2
Word: pociąg, start_time: 406.2, end_time: 406.5
Word: staje, start_time: 406.5, end_time: 406.8
Word: Przed, start_time: 406.8, end_time: 407.0
Word: stacją, start_time: 407.0, end_time: 407.5
Word: dla, start_time: 407.5, end_time: 408.1
Word: wszystkich, start_time: 408.1, end_time: 408.4
Word: oknach, start_time: 408.4, end_time: 408.7
Word: widać, start_time: 408.7, end_time: 409.0
Word: czapki, start_time: 409.0, end_time: 409.5
Word: z, start_time: 409.5, end_time: 409.6
Word: czerwonymi, start_time: 409.6, end_time: 410.1
Word: lampasami, start_time: 410.1, end_time: 410.3
Word: i, start_time: 410.3, end_time: 410.7
Word: mundury, start_time: 410.7, end_time: 411.3
Word: wojska, start_time: 411.3, end_time: 412.5
Word: widocznie, start_time: 412.5, end_time: 413.7
Word: Komorowie, start_time: 413.7, end_time: 414.5
Word: na, start_time: 414.5, end_time: 415.4
Word: węgierkach, start_time: 415.4, end_time: 415.9
Word: czernieją, start_time: 415.9, end_time: 416.5
Word: posępne, start_time: 416.5, end_time: 417.2
Word: podłogowa, start_time: 417.2, end_time: 418.1
Word: te, start_time: 418.1, end_time: 418.3
Word: ciała, start_time: 418.3, end_time: 418.6
Word: Allan, start_time: 418.6, end_time: 419.2
Transcript: otwartymi wozami Jerzy się las bagnetów widocznie kazano żołnierzom śpiewać bo cały pociągasz dygoce od silnych głosów męskich jakaś siła i Potęga i od tego pociągu którego końca nie daj żyć na peronie poczynają formować rekrutów Kto może żegna się jeszcze Bartek machnął łapami jakby skrzydłami wiatraka oczy wytrzeszczem Bywaj zdrowa unimogi chłopisko już mnie nie zobaczysz więcej już ci nie wybaczę więcej nie ma rady nijak jej niech cię Matka Boska strzeże i chroni bądź zdrowa chałupie pilnuj kobieta uchwyciła go za szyję z płaczem niech że cię Bóg prowadzi nadchodzi ostatnia chwila pisk płacz i Lament kobiet zagłusza przez kilka minut wszystko bądź ta zdrowi bądź ta zdrowi żołnierze są już oddalenie od bezwodnego tłumu już tworzą Czarnowąs
Confidence: 0.8285030722618103
Word: otwartymi, start_time: 419.9, end_time: 420.5
Word: wozami, start_time: 420.5, end_time: 420.8
Word: Jerzy, start_time: 420.8, end_time: 421.2
Word: się, start_time: 421.2, end_time: 421.4
Word: las, start_time: 421.4, end_time: 421.6
Word: bagnetów, start_time: 421.6, end_time: 422.4
Word: widocznie, start_time: 422.4, end_time: 423.6
Word: kazano, start_time: 423.6, end_time: 424.0
Word: żołnierzom, start_time: 424.0, end_time: 424.5
Word: śpiewać, start_time: 424.5, end_time: 425.0
Word: bo, start_time: 425.0, end_time: 425.1
Word: cały, start_time: 425.1, end_time: 425.4
Word: pociągasz, start_time: 425.4, end_time: 426.0
Word: dygoce, start_time: 426.0, end_time: 426.8
Word: od, start_time: 426.8, end_time: 427.0
Word: silnych, start_time: 427.0, end_time: 427.4
Word: głosów, start_time: 427.4, end_time: 428.0
Word: męskich, start_time: 428.0, end_time: 428.1
Word: jakaś, start_time: 428.1, end_time: 429.5
Word: siła, start_time: 429.5, end_time: 430.0
Word: i, start_time: 430.0, end_time: 430.5
Word: Potęga, start_time: 430.5, end_time: 431.2
Word: i, start_time: 431.2, end_time: 431.8
Word: od, start_time: 431.8, end_time: 432.2
Word: tego, start_time: 432.2, end_time: 432.4
Word: pociągu, start_time: 432.4, end_time: 432.6
Word: którego, start_time: 432.6, end_time: 433.2
Word: końca, start_time: 433.2, end_time: 433.7
Word: nie, start_time: 433.7, end_time: 433.8
Word: daj, start_time: 433.8, end_time: 434.0
Word: żyć, start_time: 434.0, end_time: 434.2
Word: na, start_time: 434.2, end_time: 435.0
Word: peronie, start_time: 435.0, end_time: 435.3
Word: poczynają, start_time: 435.3, end_time: 435.8
Word: formować, start_time: 435.8, end_time: 436.2
Word: rekrutów, start_time: 436.2, end_time: 437.0
Word: Kto, start_time: 437.0, end_time: 437.6
Word: może, start_time: 437.6, end_time: 437.9
Word: żegna, start_time: 437.9, end_time: 438.3
Word: się, start_time: 438.3, end_time: 438.3
Word: jeszcze, start_time: 438.3, end_time: 438.8
Word: Bartek, start_time: 438.8, end_time: 439.4
Word: machnął, start_time: 439.4, end_time: 440.0
Word: łapami, start_time: 440.0, end_time: 440.4
Word: jakby, start_time: 440.4, end_time: 440.7
Word: skrzydłami, start_time: 440.7, end_time: 441.2
Word: wiatraka, start_time: 441.2, end_time: 441.7
Word: oczy, start_time: 441.7, end_time: 442.0
Word: wytrzeszczem, start_time: 442.0, end_time: 442.6
Word: Bywaj, start_time: 442.6, end_time: 445.0
Word: zdrowa, start_time: 445.0, end_time: 445.2
Word: unimogi, start_time: 445.2, end_time: 446.7
Word: chłopisko, start_time: 446.7, end_time: 448.1
Word: już, start_time: 448.1, end_time: 449.3
Word: mnie, start_time: 449.3, end_time: 449.6
Word: nie, start_time: 449.6, end_time: 450.4
Word: zobaczysz, start_time: 450.4, end_time: 450.4
Word: więcej, start_time: 450.4, end_time: 451.0
Word: już, start_time: 451.0, end_time: 452.5
Word: ci, start_time: 452.5, end_time: 452.7
Word: nie, start_time: 452.7, end_time: 452.9
Word: wybaczę, start_time: 452.9, end_time: 453.0
Word: więcej, start_time: 453.0, end_time: 453.8
Word: nie, start_time: 453.8, end_time: 454.5
Word: ma, start_time: 454.5, end_time: 454.7
Word: rady, start_time: 454.7, end_time: 455.0
Word: nijak, start_time: 455.0, end_time: 455.4
Word: jej, start_time: 455.4, end_time: 455.5
Word: niech, start_time: 455.5, end_time: 456.2
Word: cię, start_time: 456.2, end_time: 456.4
Word: Matka, start_time: 456.4, end_time: 457.0
Word: Boska, start_time: 457.0, end_time: 457.4
Word: strzeże, start_time: 457.4, end_time: 457.7
Word: i, start_time: 457.7, end_time: 458.1
Word: chroni, start_time: 458.1, end_time: 458.6
Word: bądź, start_time: 458.6, end_time: 459.5
Word: zdrowa, start_time: 459.5, end_time: 459.8
Word: chałupie, start_time: 459.8, end_time: 460.5
Word: pilnuj, start_time: 460.5, end_time: 461.0
Word: kobieta, start_time: 461.0, end_time: 462.1
Word: uchwyciła, start_time: 462.1, end_time: 462.5
Word: go, start_time: 462.5, end_time: 462.6
Word: za, start_time: 462.6, end_time: 462.7
Word: szyję, start_time: 462.7, end_time: 462.9
Word: z, start_time: 462.9, end_time: 463.1
Word: płaczem, start_time: 463.1, end_time: 463.9
Word: niech, start_time: 463.9, end_time: 464.6
Word: że, start_time: 464.6, end_time: 464.7
Word: cię, start_time: 464.7, end_time: 464.9
Word: Bóg, start_time: 464.9, end_time: 465.2
Word: prowadzi, start_time: 465.2, end_time: 465.3
Word: nadchodzi, start_time: 465.3, end_time: 467.3
Word: ostatnia, start_time: 467.3, end_time: 467.7
Word: chwila, start_time: 467.7, end_time: 467.8
Word: pisk, start_time: 467.8, end_time: 468.8
Word: płacz, start_time: 468.8, end_time: 469.2
Word: i, start_time: 469.2, end_time: 469.3
Word: Lament, start_time: 469.3, end_time: 469.4
Word: kobiet, start_time: 469.4, end_time: 470.0
Word: zagłusza, start_time: 470.0, end_time: 471.0
Word: przez, start_time: 471.0, end_time: 471.3
Word: kilka, start_time: 471.3, end_time: 471.5
Word: minut, start_time: 471.5, end_time: 471.6
Word: wszystko, start_time: 471.6, end_time: 472.1
Word: bądź, start_time: 472.1, end_time: 473.0
Word: ta, start_time: 473.0, end_time: 473.2
Word: zdrowi, start_time: 473.2, end_time: 473.7
Word: bądź, start_time: 473.7, end_time: 474.0
Word: ta, start_time: 474.0, end_time: 474.2
Word: zdrowi, start_time: 474.2, end_time: 474.8
Word: żołnierze, start_time: 474.8, end_time: 476.2
Word: są, start_time: 476.2, end_time: 476.4
Word: już, start_time: 476.4, end_time: 476.6
Word: oddalenie, start_time: 476.6, end_time: 477.2
Word: od, start_time: 477.2, end_time: 477.3
Word: bezwodnego, start_time: 477.3, end_time: 477.9
