Waiting for operation to complete...
Transcript: Jakob i Wilhelm Grimm włóczęgi tłumaczenie Bolesław londyński kogutek że teraz do kurki w tym czasie orzechy bywają dojrzałe pójdźmy razem na górę i najebmy się raz do syta zanim ich Wiewiórka nie sprzątnie i poszli razem że to był dzień Biały zostali więc do wieczora na górze ale nie wiem czy się tak obiady czy też opanowała ich taka dziwna wesołość dość że nie chciały pieszo wracać do domu i kogut musiał zbudować mały powozić z łupin orzechów gdy powoził był gotów kurka zasiadła w nim rzekła do kogucika Powinieneś się zamknąć bo jeszcze czego od paru kogucik Wolę już sobie pójść pieszo do domu aniżeli ciągnąć wózek z tobą tak żeśmy się nie umawiali woźnicę chętnie byłbym ale żebym sam miał ciągnąć nigdy A co się kłócicie wtrąciła nagle kaczka jesteście złodziejami Kto wam pozwolił dobierać się
Confidence: 0.9039883613586426
Word: Jakob, start_time: 0.0, end_time: 1.1
Word: po, start_time: 193.4, end_time: 193.5
Word: pływała, start_time: 193.5, end_time: 194.0
Word: trochę, start_time: 194.0, end_time: 194.3
Word: i, start_time: 194.3, end_time: 194.4
Word: potem, start_time: 194.4, end_time: 195.0
Word: uciekła, start_time: 195.0, end_time: 195.5
Word: o, start_time: 195.5, end_time: 195.6
Word: wiele, start_time: 195.6, end_time: 195.9
Word: prędzej, start_time: 195.9, end_time: 196.3
Word: niż, start_time: 196.3, end_time: 196.7
Word: wloką, start_time: 196.7, end_time: 197.2
Word: się, start_time: 197.2, end_time: 197.4
Word: przed, start_time: 197.4, end_time: 197.6
Word: posiłkiem, start_time: 197.6, end_time: 198.2
Word: w, start_time: 198.2, end_time: 198.3
Word: parę, start_time: 198.3, end_time: 199.1
Word: godzin, start_time: 199.1, end_time: 199.4
Word: potem, start_time: 199.4, end_time: 199.7
Word: gospodarz, start_time: 199.7, end_time: 200.4
Word: Wysunął, start_time: 200.4, end_time: 200.8
Word: się, start_time: 200.8, end_time: 200.9
Word: spod, start_time: 200.9, end_time: 201.2
Word: pierzyny, start_time: 201.2, end_time: 201.6
Word: Umyj, start_time: 201.6, end_time: 202.3
Word: się, start_time: 202.3, end_time: 202.4
Word: i, start_time: 202.4, end_time: 202.6
Word: chciał, start_time: 202.6, end_time: 203.1
Word: się, start_time: 203.1, end_time: 203.2
Word: ręcznikiem, start_time: 203.2, end_time: 203.6
Word: obetrzeć, start_time: 203.6, end_time: 204.2
Word: ale, start_time: 204.2, end_time: 204.6
Word: Szpilka, start_time: 204.6, end_time: 205.0
Word: dotknęłam, start_time: 205.0, end_time: 205.6
Word: się, start_time: 205.6, end_time: 205.7
Word: do, start_time: 205.7, end_time: 205.9
Word: twarzy, start_time: 205.9, end_time: 206.1
Word: robiąc, start_time: 206.1, end_time: 206.6
Word: olbrzymią, start_time: 206.6, end_time: 207.3
Word: czerwoną, start_time: 207.3, end_time: 207.7
Word: kreskę, start_time: 207.7, end_time: 208.2
Word: od, start_time: 208.2, end_time: 208.4
Word: ucha, start_time: 208.4, end_time: 208.8
Word: do, start_time: 208.8, end_time: 208.9
Word: ucha, start_time: 208.9, end_time: 209.0
Word: poszedł, start_time: 209.0, end_time: 210.1
Word: teraz, start_time: 210.1, end_time: 210.2
Word: do, start_time: 210.2, end_time: 210.5
Word: kuchni, start_time: 210.5, end_time: 210.8
Word: i, start_time: 210.8, end_time: 210.9
Word: chciał, start_time: 210.9, end_time: 211.5
Word: sobie, start_time: 211.5, end_time: 211.6
Word: fajkę, start_time: 211.6, end_time: 212.0
Word: zapalić, start_time: 212.0, end_time: 212.4
Word: Ale, start_time: 212.4, end_time: 213.1
Word: gdy, start_time: 213.1, end_time: 213.3
Word: zbliżył, start_time: 213.3, end_time: 213.8
Word: się, start_time: 213.8, end_time: 213.8
Word: do, start_time: 213.8, end_time: 213.9
Word: ognia, start_time: 213.9, end_time: 214.2
Word: skorupki, start_time: 214.2, end_time: 215.2
Word: z, start_time: 215.2, end_time: 215.3
Word: jajka, start_time: 215.3, end_time: 215.6
Word: z, start_time: 215.6, end_time: 215.7
Word: A, start_time: 215.7, end_time: 215.7
Word: czemu, start_time: 215.7, end_time: 216.0
Word: pryskać, start_time: 216.0, end_time: 216.6
Word: w, start_time: 216.6, end_time: 216.7
Word: oczy, start_time: 216.7, end_time: 217.0
Word: dziś, start_time: 217.0, end_time: 217.9
Word: idzie, start_time: 217.9, end_time: 218.3
Word: mi, start_time: 218.3, end_time: 218.4
Word: wszystko, start_time: 218.4, end_time: 218.9
Word: na, start_time: 218.9, end_time: 218.9
Word: opak, start_time: 218.9, end_time: 219.2
Word: zachował, start_time: 219.2, end_time: 220.3
Word: zirytowany, start_time: 220.3, end_time: 221.0
Word: i, start_time: 221.0, end_time: 221.1
Word: padł, start_time: 221.1, end_time: 221.4
Word: na, start_time: 221.4, end_time: 221.6
Word: fotę, start_time: 221.6, end_time: 221.9
Word: ale, start_time: 221.9, end_time: 222.6
Word: zerwał, start_time: 222.6, end_time: 222.9
Word: się, start_time: 222.9, end_time: 223.1
Word: natychmiast, start_time: 223.1, end_time: 223.6
Word: i, start_time: 223.6, end_time: 223.7
Word: krzyknął, start_time: 223.7, end_time: 224.2
Word: ojojoj, start_time: 224.2, end_time: 225.4
Word: igła, start_time: 225.4, end_time: 226.3
Word: zakuła, start_time: 226.3, end_time: 226.9
Word: go, start_time: 226.9, end_time: 227.0
Word: jeszcze, start_time: 227.0, end_time: 227.2
Word: gorzej, start_time: 227.2, end_time: 227.5
Word: i, start_time: 227.5, end_time: 227.8
Word: to, start_time: 227.8, end_time: 228.0
Word: nie, start_time: 228.0, end_time: 228.2
Word: w, start_time: 228.2, end_time: 228.3
Word: głowę, start_time: 228.3, end_time: 228.8
Word: zły, start_time: 228.8, end_time: 229.6
Word: okrutnie, start_time: 229.6, end_time: 230.0
Word: powiedział, start_time: 230.0, end_time: 230.8
Word: podejrzenie, start_time: 230.8, end_time: 231.3
Word: na, start_time: 231.3, end_time: 231.4
Word: gości, start_time: 231.4, end_time: 231.8
Word: którzy, start_time: 231.8, end_time: 232.1
Word: tak, start_time: 232.1, end_time: 232.4
Word: późno, start_time: 232.4, end_time: 232.7
Word: zjechali, start_time: 232.7, end_time: 233.1
Word: wczoraj, start_time: 233.1, end_time: 233.4
Word: wieczorem, start_time: 233.4, end_time: 233.9
Word: ale, start_time: 233.9, end_time: 234.4
Word: gdy, start_time: 234.4, end_time: 234.6
Word: poszedł, start_time: 234.6, end_time: 234.9
Word: zobaczyć, start_time: 234.9, end_time: 235.4
Word: co, start_time: 235.4, end_time: 235.7
Word: się, start_time: 235.7, end_time: 235.8
Word: z, start_time: 235.8, end_time: 235.9
Word: nimi, start_time: 235.9, end_time: 236.1
Word: dzieje, start_time: 236.1, end_time: 236.2
Word: Przekonał, start_time: 236.2, end_time: 237.4
Word: się, start_time: 237.4, end_time: 237.5
Word: że, start_time: 237.5, end_time: 237.7
Word: ich, start_time: 237.7, end_time: 238.2
Word: nie, start_time: 238.2, end_time: 238.2
Word: ma, start_time: 238.2, end_time: 238.5
Word: i, start_time: 238.5, end_time: 238.6
Word: poprzysiągł, start_time: 238.6, end_time: 239.4
Word: są, start_time: 239.4, end_time: 239.7
Transcript: że nadal żadnych takich włóczęgów nie będzie przyjmował do gospody bo każdy z nich naje się tylko wyśpi nie zapłaci i jeszcze krzywdy człowiekowi narobi
Confidence: 0.9125711917877197
Word: że, start_time: 239.8, end_time: 240.5
Word: nadal, start_time: 240.5, end_time: 240.9
Word: żadnych, start_time: 240.9, end_time: 241.4
Word: takich, start_time: 241.4, end_time: 241.6
Word: włóczęgów, start_time: 241.6, end_time: 242.2
Word: nie, start_time: 242.2, end_time: 242.5
Word: będzie, start_time: 242.5, end_time: 242.8
Word: przyjmował, start_time: 242.8, end_time: 243.2
Word: do, start_time: 243.2, end_time: 243.3
Word: gospody, start_time: 243.3, end_time: 243.8
Word: bo, start_time: 243.8, end_time: 244.5
Word: każdy, start_time: 244.5, end_time: 244.8
Word: z, start_time: 244.8, end_time: 244.8
Word: nich, start_time: 244.8, end_time: 245.0
Word: naje, start_time: 245.0, end_time: 245.4
Word: się, start_time: 245.4, end_time: 245.4
Word: tylko, start_time: 245.4, end_time: 245.8
Word: wyśpi, start_time: 245.8, end_time: 246.5
Word: nie, start_time: 246.5, end_time: 247.0
Word: zapłaci, start_time: 247.0, end_time: 247.5
Word: i, start_time: 247.5, end_time: 247.7
Word: jeszcze, start_time: 247.7, end_time: 248.4
Word: krzywdy, start_time: 248.4, end_time: 248.8
Word: człowiekowi, start_time: 248.8, end_time: 249.5
Word: narobi, start_time: 249.5, end_time: 249.9
Transcript:  czytał Wiktor Korzeniewski
Confidence: 0.9570792317390442
Word: czytał, start_time: 251.4, end_time: 251.9
Word: Wiktor, start_time: 251.9, end_time: 252.5
Word: Korzeniewski, start_time: 252.5, end_time: 252.7
